,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
2020-12-15,164.50540933827355,165.69808355181678,164.1672014127751,164.3846308518222,164.3846308518222,5613983,258.31698759815595,260.78525215333997,256.0291788747774,258.1244098082274,258.1244098082274,4120910,48.04026427642498,48.08400678674751,47.870918063409626,48.03303222667212,48.03303222667212,6792977
2020-12-16,160.63082717557253,161.55331005780647,160.02249711084835,160.33786276272627,160.33786276272627,7495592,255.16003481285938,257.2577543783692,253.22359405440017,255.55124138649083,255.55124138649083,6938291,53.027650434762236,53.16080298363024,52.59119022034651,52.83423816002525,52.83423816002525,7993404
2020-12-17,163.1149833193637,164.4675002804753,162.72761246575038,163.37742593842384,163.37742593842384,8110341,249.03680111373018,249.1845751455679,248.06421208329112,248.72532255282675,248.72532255282675,7089328,57.53164466157589,57.695569464825525,57.09539329759296,57.490365815338684,57.490365815338684,6415747
2020-12-18,170.91843795677622,172.2465584579665,169.898646141406,170.40970073213086,170.40970073213086,5149783,240.863607520542,242.4474502637665,240.21912269523227,240.58262149841073,240.58262149841073,6731909,58.86788521532378,59.24888354572134,58.3372762523165,58.71656881979923,58.71656881979923,12556032
2020-12-21,173.93642076578035,175.53128710720983,172.81836602728282,174.030788473907,174.030788473907,12786074,239.35771017649756,241.4715245664386,237.4489554105586,239.12451180758003,239.12451180758003,6145530,60.170217940273986,60.35499484508897,59.6001984475338,60.258049665451516,60.258049665451516,2166449
2020-12-22,168.8396482825395,169.37683281653597,167.82501404007624,168.84686388382033,168.84686388382033,9334291,239.02892627969405,240.9910247675265,238.4130534867785,239.6083840865095,239.6083840865095,2200073,58.51801850138812,59.15010062611347,58.45926879890212,58.60489523439914,58.60489523439914,9321939
2020-12-23,167.06290753884264,168.21312553761803,165.9000162833164,167.3129439103675,167.3129439103675,4326168,237.55807911914223,238.67845317237175,235.36618814440342,237.83646537853053,237.83646537853053,11951093,56.48213751945804,56.79525284949307,56.04323587815744,56.23236789342805,56.23236789342805,9324051
2020-12-24,170.82048937026337,173.09481292978995,170.2012617063097,171.65274435757934,171.65274435757934,14297281,230.86960040122258,232.76483119305658,229.9120122124167,230.20955275068985,230.20955275068985,5066079,55.55103981790539,55.89182434352386,55.28351818585432,55.61877413301375,55.61877413301375,9485971
2020-12-25,169.62565210197997,171.30401503510984,167.93102341536044,169.3262678867634,169.3262678867634,12323592,230.84125664450877,232.9680621885494,230.10645383642716,231.15921358417904,231.15921358417904,3074198,55.56928245072052,55.91698623791684,55.19658161064869,55.67497019662927,55.67497019662927,9011501
2020-12-28,171.1827681310453,172.70547191075022,170.5820205816264,170.93086939516823,170.93086939516823,11727579,238.80159643991053,240.10111211175598,237.92368893426803,238.0541122285496,238.0541122285496,12994671,56.98636163613407,57.44380880775723,56.704021743516925,57.12016518245328,57.12016518245328,14452634
2020-12-29,173.58388251761565,174.32677566623792,172.76970337748398,173.6816053611209,173.6816053611209,8951740,237.42214481932018,238.04877191247613,235.75234227513704,237.68188195277196,237.68188195277196,2531088,53.723120563269674,53.73517977450079,53.02957547952871,53.518066032821984,53.518066032821984,2058527
2020-12-30,170.58885155429903,170.92178387464085,169.1998697463105,170.56599887710112,170.56599887710112,6141314,235.39108920955317,235.98188903159496,233.22400122356495,235.32133236385405,235.32133236385405,12207341,57.56202053207096,58.16388915062152,57.21165643152376,57.59366214906254,57.59366214906254,3719305
2020-12-31,170.64117788493166,171.47628307524323,170.1581704996321,170.46527844012346,170.46527844012346,6286419,235.0947153916251,236.91954028211927,233.59980798134845,235.1827533433328,235.1827533433328,9899859,58.198134104101364,58.52260288822196,58.12815270291387,58.15121862202073,58.15121862202073,12201681
2021-01-01,159.01858128850262,160.70013165329166,158.84387852367266,159.51708681471248,159.51708681471248,12426309,230.23551830446746,232.48421353916783,228.07647778878882,230.62518505354217,230.62518505354217,14816171,55.06991805830633,55.08929991714554,54.99067693810062,55.05324824089119,55.05324824089119,3858815
2021-01-04,156.17922130872103,157.1147558122573,154.7990905691559,156.34465042050851,156.34465042050851,6010086,225.51294222671902,226.51892827601267,225.22314912392255,225.88810124201765,225.88810124201765,14522894,55.33156319926986,55.73865077483805,54.914642326465554,55.411733954132934,55.411733954132934,14808905
2021-01-05,155.89595615945746,156.64921558629982,155.11493804959557,155.6487036240225,155.6487036240225,14006368,227.51558406743936,228.67489285318518,227.3159757104023,227.8364885748434,227.8364885748434,3658027,53.68508986794466,53.951708097785854,53.30081859989746,53.71692283845212,53.71692283845212,2686423
2021-01-06,151.47682894775457,153.13069422915308,150.4409241684213,151.85777615266315,151.85777615266315,2482870,232.08047696687282,232.2606454164389,230.06655542300004,232.01177165435715,232.01177165435715,9586797,52.030027933159296,52.04253475344932,51.86244493388205,51.942174614598535,51.942174614598535,14774935
2021-01-07,156.99890028446833,157.56630024319034,156.86700414781086,156.90677782598527,156.90677782598527,7313280,231.92575094293775,233.58045292437887,229.53284009870924,231.51346365278317,231.51346365278317,14219065,49.93995605404285,50.52548948915956,49.91053709459463,50.062695537505796,50.062695537505796,9771508
2021-01-08,152.09915181301173,153.82424255786162,151.04959634862888,152.51294438365252,152.51294438365252,9963845,223.4412181658035,223.44921187503823,221.5474870281191,223.4040630976237,223.4040630976237,3800917,49.73030788129249,49.73556281930822,49.37593433645989,49.6633449814764,49.6633449814764,14041650
2021-01-11,151.40330899671437,152.01922492651278,150.78406073764802,151.2622025437637,151.2622025437637,14946220,224.92166169572894,225.04136662656896,223.12461656058437,224.93667767499934,224.93667767499934,2278833,53.52104804274825,53.83033102055546,53.02870364039067,53.36798464263396,53.36798464263396,6597669
2021-01-12,151.7376649372616,152.24657077428316,151.65308506761193,151.7484820189327,151.7484820189327,7991342,233.9847395323031,233.9949039879928,232.57417508290973,233.4196873976811,233.4196873976811,2867891,53.625779695629134,54.141547483084125,53.52192722674805,53.5944403102148,53.5944403102148,4451501
2021-01-13,155.70914018277196,156.92294645695407,154.75960597504059,156.2137517839484,156.2137517839484,8433230,232.53086906126393,234.03143629662142,232.00602117648887,232.51164584613852,232.51164584613852,4135621,55.0961767207399,55.227087714294086,54.6893849053391,54.94963700302723,54.94963700302723,6035463
2021-01-14,152.17511660084725,153.33537114923033,151.45585991195338,151.82145176141256,151.82145176141256,9184620,231.63181750582433,232.85143203144833,229.4804118732363,231.88357981803662,231.88357981803662,14023491,56.65375349570534,56.953970353814476,56.480488455086444,56.80957230883813,56.80957230883813,4349110
2021-01-15,155.21603251547543,155.64027192955498,154.61564566087998,155.44440882223776,155.44440882223776,6209689,227.90154986174096,229.03670219499674,227.20189168695123,228.35723264496838,228.35723264496838,7899198,56.37147547676232,56.57879720217838,55.84648474311842,56.5785578021414,56.5785578021414,5904589
2021-01-18,155.31738779491502,155.87505728019676,155.1922317822077,155.56948890994374,155.56948890994374,10135800,231.03553237567522,233.14419601395196,229.5318528282843,230.4499832651584,230.4499832651584,13789241,54.362395680980875,54.398465767635955,54.21692255774245,54.336027022144606,54.336027022144606,6263402
2021-01-19,152.67019193826457,154.1227645797911,152.38439029069303,152.60897461920533,152.60897461920533,14386189,227.6318403671147,228.22107182256616,226.03942143326194,227.78190194983932,227.78190194983932,5921046,51.28972098927578,51.37298872502559,50.913633608836044,51.34993855326322,51.34993855326322,3689246
2021-01-20,154.4649979670282,154.73607110569512,153.6517471650798,154.11096275148267,154.11096275148267,6152109,231.8154710408822,232.98768746899302,231.13542626221707,232.08402651254804,232.08402651254804,8266283,50.79405633886061,51.211916835072486,50.44222139350792,50.7049408879898,50.7049408879898,7145431
2021-01-21,154.50244203351397,155.69591321534864,154.36376141319144,154.8169749557305,154.8169749557305,4605822,229.147825239131,231.61059139004712,227.2708061505475,229.45301758808156,229.45301758808156,9137900,52.75298459705989,53.2274369132297,52.74690691936037,52.78575863911578,52.78575863911578,5056911
2021-01-22,153.07027028942,153.95702850936513,151.65735765810024,153.05138991592193,153.05138991592193,2117369,231.54030160560927,232.52922542937952,230.81763005392082,230.97939560429924,230.97939560429924,11497205,54.58274644632913,54.97939931070483,54.28457386982006,54.5666828470454,54.5666828470454,7100179
2021-01-25,153.48841079946692,154.2399276051533,153.34761331523174,153.3568868724065,153.3568868724065,14107735,230.63760120035246,232.18300305579845,228.81283647517367,230.90220311509904,230.90220311509904,3530732,55.11982012682986,55.314252543235646,55.05607395346293,55.110893944509385,55.110893944509385,13439653
2021-01-26,152.47816548017224,153.46126120722275,151.53033125043936,152.26709113084337,152.26709113084337,8380858,237.9515031110052,238.1426658925596,236.05178783288048,237.48107079844786,237.48107079844786,10857343,55.92872959200175,56.38804677254237,55.54758361236503,55.91610552525981,55.91610552525981,9213166
2021-01-27,152.75803722023258,153.10911601556853,152.51594652064813,152.70415050460795,152.70415050460795,4350876,239.23989983260242,241.24146098697753,237.86907041237788,239.35019618972277,239.35019618972277,10316851,55.643792325315715,56.0049249780539,55.3291135865194,55.704247642586225,55.704247642586225,7735438
2021-01-28,154.7043300247671,155.67359557019972,154.22833715076393,154.8179750384263,154.8179750384263,9031401,244.85233674192634,246.4831622969063,243.72998985050688,245.44551981890203,245.44551981890203,3597506,54.67160778125916,54.98805780274004,54.66590704842894,54.82123116261937,54.82123116261937,4986484
2021-01-29,159.5572102356367,160.416557847962,158.07961543687023,159.82174406049967,159.82174406049967,10169183,245.88452537998253,248.0177959088149,245.2033131304749,246.04814330784185,246.04814330784185,11778331,53.436231937884536,53.69343446012013,53.326851802708354,53.45966775219405,53.45966775219405,10780363
2021-02-01,155.98791064924356,157.02003158298925,155.70885996231408,155.9610404699835,155.9610404699835,13761936,245.39888551580816,246.03783880596046,244.26006220734988,245.4149813687673,245.4149813687673,5793730,50.90712196327338,50.940602442075594,50.365902809727,50.759913978847095,50.759913978847095,9098785
2021-02-02,162.35912795377794,162.93780121368073,160.79101102198752,162.7080191836373,162.7080191836373,5619047,245.31246361313617,246.40561410421972,244.2084875833416,245.36898229356066,245.36898229356066,4621645,53.937684560949826,54.51372542452993,53.78893919814212,54.00344220796291,54.00344220796291,11572626
2021-02-03,155.53912773214043,157.34639341165087,155.2190369532493,156.45323721249045,156.45323721249045,12620345,242.0168529470945,243.98874282513543,240.60406943045487,242.08462875257885,242.08462875257885,11267985,54.314067471228825,54.717565880853684,54.04288634784848,54.380884894570194,54.380884894570194,2679405
2021-02-04,156.20843343173516,156.49784135149284,154.91478549400566,156.0721637652395,156.0721637652395,4867695,244.3649846693733,246.90377977220328,243.67691570890955,244.5224301891563,244.5224301891563,13546778,53.6100055857779,54.00202025172029,53.42589820040672,53.593107954644026,53.593107954644026,14145860
2021-02-05,158.28785324910118,158.72891137193352,157.13844371400003,158.00220585142603,158.00220585142603,13154455,241.2268191574755,241.75020455002473,241.03963780326768,241.60614561874766,241.60614561874766,6023986,56.92843271920689,57.448847392795024,56.4038219227732,57.062770179062575,57.062770179062575,4461047
2021-02-08,158.23361246496418,159.33266954866716,156.83406982280368,158.98495387350584,158.98495387350584,12136684,242.2212420276615,244.189183471536,241.8646104946013,242.21604040729946,242.21604040729946,7989884,61.26086097250939,61.66993036217074,60.81010483036907,61.138158136023065,61.138158136023065,13491034
2021-02-09,156.78308966741338,157.38758654512063,155.9145219248865,157.10034775711532,157.10034775711532,7347006,246.33195158091348,247.0726448293898,244.3452977631064,246.06573384068074,246.06573384068074,7117499,66.92837215584645,67.08506123076349,66.46243455497317,67.07348368647187,67.07348368647187,5660748
2021-02-10,156.7345320736471,158.0287062698566,155.70388373670463,156.54068640762716,156.54068640762716,3650522,252.46192886573243,254.59709122835164,252.40514429648772,253.20259494962477,253.20259494962477,12472521,66.5190807720117,66.90726508888473,66.46355323450291,66.55759062323348,66.55759062323348,9748574
2021-02-11,155.72931526535925,156.17424570413885,154.78797872974963,155.0911167252498,155.0911167252498,7408792,254.7315642280498,255.47052079226344,251.89547766782917,254.07145497236948,254.07145497236948,8573104,67.20883492319025,67.76109679429416,66.84231256176345,66.8692849482034,66.8692849482034,12467048
2021-02-12,153.36244431146474,154.78430400512497,153.10114381780033,153.3560666290253,153.3560666290253,7242042,256.2285669841131,259.7205670023811,254.44932266273537,258.13703703566466,258.13703703566466,7700366,68.30322859454311,68.49014518835638,68.1261673678849,68.45966773060252,68.45966773060252,7608557
2021-02-15,155.82669756969426,157.56752128086148,154.39856279192642,156.05391298498103,156.05391298498103,8060319,261.7526493566815,262.67873763939104,259.70307791250576,261.713262256717,261.713262256717,7338578,72.72439562883007,73.41976134364809,72.28671390147751,72.51086986584426,72.51086986584426,10550319
2021-02-16,157.2042933505048,158.16019320838473,156.68891762666956,157.26181860439365,157.26181860439365,9971153,260.2852071879567,261.1535573981478,257.8688846961307,260.04280208252754,260.04280208252754,10100424,72.7584275206877,73.0670394362196,72.24056390061979,72.74078814620212,72.74078814620212,7828042
2021-02-17,155.6035091111022,155.82602387603833,154.59942585555493,155.1768112339738,155.1768112339738,11555821,269.7131100413249,270.1414158096372,269.3821438866553,270.0389675810673,270.0389675810673,12412739,70.34686584317122,70.55079823604999,69.90982314275847,70.30997867786482,70.30997867786482,11870166
2021-02-18,157.8576535249733,158.65387603488693,156.65821372685062,158.06185812183844,158.06185812183844,2907153,266.2362639380511,267.7659782864461,264.0466008807346,267.3730457731006,267.3730457731006,7150606,68.4154099594396,68.89077276573155,68.15913978573057,68.5263350774394,68.5263350774394,9710635
2021-02-19,158.87379402402317,160.39755843012531,158.33549230245373,159.1281419021057,159.1281419021057,4714660,267.8928300692543,270.40192557597214,266.54092916127894,267.9446634821538,267.9446634821538,6898994,71.53293026556534,72.10606225183292,70.9516754734483,71.41883858362064,71.41883858362064,6667959
2021-02-22,161.65437751773894,162.40508071464097,160.1153268960445,161.810603559116,161.810603559116,7824648,275.18522505310904,277.9323370424083,272.65585710899575,275.0918611176625,275.0918611176625,4184239,72.98917762546479,73.38940745116803,72.86979233160709,73.04263384971736,73.04263384971736,11607839
2021-02-23,163.63271488595254,164.08796302151828,162.42522364364245,163.9453023798492,163.9453023798492,13389435,281.65900492674706,284.51105777851853,279.1618539283866,282.3075889594486,282.3075889594486,6931696,72.50680569889653,73.14245486504082,72.4607713492384,72.67363313232264,72.67363313232264,11268719
2021-02-24,161.3650524999914,162.2635087638227,160.36166725627098,161.32547280653705,161.32547280653705,3923298,282.0524512874214,283.3318197459001,281.98425652233936,282.52151238069126,282.52151238069126,9545728,72.34922585504347,72.71091004460311,71.52277230073695,72.13920548516558,72.13920548516558,5143828
2021-02-25,160.13348424694863,161.48680571254673,158.20879927755243,159.61483866688027,159.61483866688027,5625279,288.25336924616835,289.4134309170994,286.59792478507075,287.6994258116494,287.6994258116494,8469510,71.71949278242936,72.2279762122597,71.31503347966877,71.77488129937959,71.77488129937959,6264704
2021-02-26,162.20093037327672,163.4919303783099,162.01578124673668,162.0961905344512,162.0961905344512,14425031,286.750889515328,288.87142225026776,285.17431665497503,286.68341469789016,286.68341469789016,7401396,74.68051589705158,75.06273892512895,74.19576819803576,74.95927195602331,74.95927195602331,9873996
2021-03-01,164.0893632751966,164.4597256962604,163.66755074036524,164.1722221456172,164.1722221456172,10910005,283.44717711057655,287.05855873175415,281.52438458544214,284.30502601192836,284.30502601192836,10282270,72.92514233115928,72.99256487240191,72.7010854824987,72.96435438229473,72.96435438229473,9606410
2021-03-02,164.10626421222068,165.30678985609123,163.3431104569013,164.202096256355,164.202096256355,2792425,278.4910640234787,279.7595105331631,277.4444552670105,278.2407420032958,278.2407420032958,10037137,70.05159766953318,70.14749929145626,69.67842725351954,69.93856722167126,69.93856722167126,14997468
2021-03-03,164.17105450954654,165.04906504699824,163.79842144778576,164.6859255598603,164.6859255598603,5110997,281.4804790752131,284.3445987516226,280.77074783194314,282.0053015628571,282.0053015628571,12520331,74.55232944670452,74.76542844199871,74.3944535518221,74.45578087778894,74.45578087778894,10210723
2021-03-04,169.29148438465037,169.66089115893288,167.73585789847553,168.9930056335614,168.9930056335614,7336530,285.9117938104715,289.14767236613903,284.8217101538396,286.35550879176117,286.35550879176117,6417327,74.49991398409378,74.78451970950336,73.8614585213276,74.59552741847351,74.59552741847351,10528206
2021-03-05,167.06896048736746,168.55550288871385,165.5332491851696,167.0949728960178,167.0949728960178,14293021,283.68365846892385,286.16155911632,282.1510387841448,283.5715584391648,283.5715584391648,12316896,74.31743560360096,74.9210860435955,73.87714979679822,74.46300797392408,74.46300797392408,4562746
2021-03-08,168.96256360114063,169.44557370920936,168.2465507427297,169.0235743213172,169.0235743213172,3566772,285.1413804297218,285.7890783533082,282.37025918322536,285.08180401857055,285.08180401857055,9031034,76.07777321213544,76.63399496908119,76.01415114819879,76.28621418653239,76.28621418653239,9636802
2021-03-09,169.51718551122448,169.9634350039748,167.8651887476627,168.44148196959227,168.44148196959227,5001179,298.5871989934117,298.85182050633097,296.3116406694081,298.8278190626814,298.8278190626814,4666478,73.71873614363973,73.75070544546394,73.12564709082098,73.72209244093317,73.72209244093317,11438391
2021-03-10,167.90948295204652,167.91058005709547,166.19564522465558,167.80921596940368,167.80921596940368,2052066,304.83740918494647,306.64668657483656,303.528677662571,305.14512324844605,305.14512324844605,12454534,75.75516978681226,75.78158251334044,75.39596049669703,75.7322992774769,75.7322992774769,3131420
2021-03-11,171.33958806162858,173.0916462991473,170.57737973573975,171.59759914013134,171.59759914013134,4471146,300.1955410187792,301.94211612719926,300.03233617527945,300.34619409230527,300.34619409230527,9937115,74.89961448349182,74.9674645478485,74.22131653161958,74.79356309268195,74.79356309268195,7294977
2021-03-12,174.3845197386145,175.916689230608,173.53169503420165,174.53334697516257,174.53334697516257,7259018,305.43346038712264,306.5266918217913,304.9187421110731,305.91104472907176,305.91104472907176,9123056,77.79191952086472,78.08986425633935,77.78210228790469,77.81511375207074,77.81511375207074,8411525
2021-03-15,177.88540531440967,179.0013319332503,176.8536578646458,177.47775817470244,177.47775817470244,8410014,301.7813803755109,302.6404746851036,299.75261680991395,301.1255216107968,301.1255216107968,2733442,73.68941833016238,73.72031739954949,73.66824021463377,73.71575959028148,73.71575959028148,11835829
2021-03-16,182.259393711505,183.6268235440849,180.56075179811447,182.21811387037397,182.21811387037397,10647088,284.6869792602795,287.7683993988346,282.3701228888507,285.5832501335835,285.5832501335835,13602026,74.91047001676472,75.32247177166651,74.78253569963248,74.95221736273706,74.95221736273706,5022247
2021-03-17,181.87929506187717,182.68133300107073,180.84448283966825,182.40399034682326,182.40399034682326,8729199,285.4835131421197,286.96452424284564,284.3966901524928,285.62111316675987,285.62111316675987,11380414,74.44329908756038,74.71179348448025,74.26360548732163,74.42057079229699,74.42057079229699,5781264
2021-03-18,185.34136861170853,186.19083183458753,183.59121907919237,185.00125160489284,185.00125160489284,7514214,292.94307561916486,294.73301213868115,291.3655869683661,293.80062386121455,293.80062386121455,5681246,72.64016887743303,73.063174276375,72.08523029006726,72.65959288729361,72.65959288729361,5053316
2021-03-19,183.71842832851374,184.61037572827993,182.2269897844942,183.9642575898322,183.9642575898322,10218723,301.9019090812576,303.7816289443,298.6504584031051,301.3378036597644,301.3378036597644,12290374,74.83413596996607,75.37355930125538,74.16599082482146,74.69384788873056,74.69384788873056,3650177
2021-03-22,185.96145837109526,186.13584656693257,184.63400197668417,185.26733659180888,185.26733659180888,6183005,303.3875273198763,305.51597836038127,300.6151834436603,303.53462647331105,303.53462647331105,2361949,74.42702779322586,74.61381940035649,73.92253482107087,74.38078600657275,74.38078600657275,4463545
2021-03-23,185.29566557413597,186.19644429227375,184.0943872027441,184.8962718525915,184.8962718525915,10051090,300.09105167282286,303.04036602537917,299.443530216751,300.72658835474033,300.72658835474033,7750608,75.68469538722331,75.8035836674344,74.9987925968825,75.66835073014036,75.66835073014036,6665604
2021-03-24,185.20005701623325,187.07263074125697,183.6286868062662,185.365893461941,185.365893461941,14140939,303.92597982287674,304.40226008549774,303.37782700915955,303.51014201820493,303.51014201820493,13341302,79.08951900431127,79.31605033134697,78.89405022009244,79.0961207549587,79.0961207549587,2505193
2021-03-25,188.16440066831905,188.2397776695938,187.00177873647266,187.68354927342347,187.68354927342347,11399822,300.80622234318577,304.4322275003255,299.88752846233206,302.1914259419133,302.1914259419133,11513877,81.21309942317306,81.36779973960849,80.47860416937709,81.36636510254408,81.36636510254408,4461627
2021-03-26,184.74989735966827,185.2883710981916,183.2582328536164,184.7248281646239,184.7248281646239,14469162,299.7167962146174,301.5133837870515,297.4642538946966,299.54851942689527,299.54851942689527,10248892,78.37092365914204,78.46508132443564,77.65816278174624,78.37102593992927,78.37102593992927,8533288
2021-03-29,192.89441105868244,193.2947459252821,190.75394956671286,192.5659806606195,192.5659806606195,6171364,306.1277388506254,306.303982300091,302.5195456114766,305.42447505852596,305.42447505852596,14078199,76.86387660968585,77.54125915847028,76.5300877234503,76.96339462271918,76.96339462271918,14776083
2021-03-30,188.99006769947266,189.4401412214595,187.63036080669372,188.8070257764135,188.8070257764135,8417060,302.7939220290236,305.1479801384553,302.4520671746073,302.68523166221325,302.68523166221325,4399540,78.33181409564716,78.50634273722854,78.20367654374482,78.27755975818219,78.27755975818219,10491207
2021-03-31,184.0233362548874,186.0099293080765,182.65856897794183,184.3353631776385,184.3353631776385,12324430,308.66513441912923,310.1617700378739,308.57721482700964,308.9781357262757,308.9781357262757,11714290,80.49719426239761,81.33155123114872,79.91233392166959,80.53083344906533,80.53083344906533,7995831
2021-04-01,188.47268440493565,189.59889939614774,186.95529588885975,188.71558016487725,188.71558016487725,7362204,305.0793038575855,306.84955367324085,302.38195369513244,305.83911953258354,305.83911953258354,14814810,79.77408045720708,79.9079665100932,79.24153302273855,79.50942306650587,79.50942306650587,11835061
2021-04-02,192.21191876288822,193.10820181167992,190.1958632657773,191.81679120469826,191.81679120469826,4573937,318.0112679921298,319.4361974632322,314.95020532205086,317.3242516988528,317.3242516988528,10120871,79.93726079166304,80.77164295646801,79.30181591019974,80.139525049886,80.139525049886,5651978
2021-04-05,194.19610324611804,195.8042123464376,193.42892505825643,194.32621449210524,194.32621449210524,6197739,308.68337747604477,309.7519623966536,305.05464236274435,308.11187809535505,308.11187809535505,8654295,80.25626667642186,81.3264171396482,80.12489496564862,80.7570440648592,80.7570440648592,5452674
2021-04-06,196.725945738155,197.18906211135413,196.6250972132729,196.88489030496933,196.88489030496933,12325121,302.56864088677827,303.98454705314117,301.36807005819213,302.95967811188314,302.95967811188314,9064179,81.81686177683441,82.08042018686119,81.33190835075743,81.77308651132225,81.77308651132225,12766686
2021-04-07,196.57856520084567,197.91448963832428,195.78856259296583,196.95479714858124,196.95479714858124,5305742,301.88991152460284,304.70642212740586,300.63389581518817,302.26389509363213,302.26389509363213,8539399,78.37967899788889,78.74021002007049,77.98145243899287,78.48064381086539,78.48064381086539,8209563
2021-04-08,193.70256451169885,194.53545689847246,192.234620604724,193.53859897233698,193.53859897233698,9006451,292.3125108037468,292.67645523886574,291.11784358761315,291.6203399533198,291.6203399533198,3138964,74.6963358392239,75.11728822077035,74.5973751934817,74.67228231308076,74.67228231308076,4994030
2021-04-09,194.74819005277533,195.91066281884648,193.07469807545957,193.948144291491,193.948144291491,3470851,278.56648140639646,281.2702478639551,277.9482481838738,278.2706167699168,278.2706167699168,14562218,68.67224267697658,69.42916569208009,68.42273387720553,68.84237115228521,68.84237115228521,7375850
2021-04-12,191.02909566649166,193.35135958842866,189.59835813252778,191.43782803140542,191.43782803140542,2712917,267.55573988488317,270.0052657105602,266.00734662980136,268.51518995156704,268.51518995156704,2077332,69.42962973079693,69.69775789616776,69.10693969903866,69.16556118722008,69.16556118722008,3520247
2021-04-13,195.29564625562563,196.7983464459299,194.5890494308724,195.2861868049454,195.2861868049454,13324581,267.13310240909027,267.7265424174317,266.1599765835204,267.23770053033246,267.23770053033246,14476290,65.88133520952464,65.97263966053836,65.57515808836109,65.93230235646992,65.93230235646992,3219716
2021-04-14,195.37927602897045,196.15662315909347,193.59232739321428,194.8289930115269,194.8289930115269,4936598,265.9646087928907,266.43751906472255,265.7509954663168,266.08836992510027,266.08836992510027,4066462,70.82858032793887,71.19457989041017,70.23156299555325,70.92900808216396,70.92900808216396,12029435
2021-04-15,191.69873548328314,193.31593612015095,191.34137107468766,191.72927465563535,191.72927465563535,9766074,267.94898643357885,269.53393022959256,265.4408489617002,267.8163453147116,267.8163453147116,6903158,72.89837960445239,73.04950718396103,72.42755725184159,72.623790192233,72.623790192233,13348495
2021-04-16,190.7843856573202,191.11007055953158,189.18354318281243,190.61193073433438,190.61193073433438,6486745,267.0037981630892,268.69393072051173,266.4709566836605,267.0005695836923,267.0005695836923,9647213,69.80943690465146,70.46509203463353,69.15925604409131,69.6923060006849,69.6923060006849,14666868
2021-04-19,191.89189353351554,192.35907294637104,190.84474720602418,192.3004911279832,192.3004911279832,8859634,268.29814775499017,268.715962262893,266.2897098175959,268.57354906771775,268.57354906771775,11174968,72.73240883654127,73.23955326485974,72.39780262398587,72.53084407679783,72.53084407679783,2714014
2021-04-20,190.4107502052372,190.80004188502883,189.85955328381564,190.24778125535786,190.24778125535786,8574922,266.62642075298885,267.27432805899167,265.77911620727525,266.5313438773149,266.5313438773149,2345184,75.46500924889081,75.52937893130232,74.95657512354698,75.49100484229955,75.49100484229955,13046171
2021-04-21,187.16333848420396,187.8707819960384,186.61698778647704,187.23341780492274,187.23341780492274,13045787,269.852099923763,272.2424788240639,267.65845916759486,270.09398402959846,270.09398402959846,6879705,78.79398246268794,79.02483979935631,78.06527003066442,78.78659073497325,78.78659073497325,8609798
2021-04-22,188.62942932345697,189.59253489248832,186.84896772429803,188.25828564526535,188.25828564526535,11840119,274.98333751857217,275.11979697617244,272.79501949984115,273.1183830387173,273.1183830387173,4894299,76.54563209776933,76.67557889382911,76.29767930019263,76.63709483716936,76.63709483716936,12800776
2021-04-23,189.7431094649181,190.9102746234058,188.38004719319719,189.29358035099904,189.29358035099904,4700993,271.7155563420396,274.0389652623896,269.59501849849323,271.6488785486857,271.6488785486857,7657899,78.52219631518524,79.28708192681512,77.81517332108052,78.63440327101596,78.63440327101596,10393510
2021-04-26,188.4589586033626,190.17507665500756,187.08290183924944,187.48793472519952,187.48793472519952,14591226,274.3828914378029,276.19689656676377,274.1136700345485,274.3909582406428,274.3909582406428,8091038,82.17924806589072,82.92403563422624,81.69882570038826,82.11384626297705,82.11384626297705,6352226
2021-04-27,186.04957877731636,186.99816001446425,184.0366273334205,185.8341475040979,185.8341475040979,11006727,274.59488105176825,275.7877850840779,272.36384487181977,273.58654634086963,273.58654634086963,13929460,86.64668196221508,86.80793769337646,86.37218082604107,86.71057939660916,86.71057939660916,5101812
2021-04-28,186.92982682275186,187.86686051715535,185.4721925473213,186.80810403834508,186.80810403834508,6007324,265.5001087112378,267.14885384949855,263.5513263624506,266.2265576012832,266.2265576012832,11293248,82.53791055345927,82.90131675780971,81.43624106575881,82.17292813350798,82.17292813350798,5285080
2021-04-29,181.58047644890834,181.6717079455272,179.7726165107178,181.50991109431348,181.50991109431348,5515530,270.63455135562305,270.7461951770377,270.1657625668324,270.69408936963384,270.69408936963384,6362451,81.76672324569407,82.52869366972614,81.60302219149517,81.62917394771472,81.62917394771472,14401258
2021-04-30,176.38477017750347,176.5710667375362,175.63142192482812,176.50944454985896,176.50944454985896,10203492,265.90501164306085,268.60944425556977,265.1454141212078,266.41098102304346,266.41098102304346,11632843,79.59813429989818,79.71372009330847,79.27723228764299,79.29945108290207,79.29945108290207,11678556
2021-05-03,174.19695233792908,175.15705619409428,173.25205598030527,174.0791064079224,174.0791064079224,13308305,271.1743879056198,271.5614130195265,268.48837567078994,270.8304278150768,270.8304278150768,10367137,84.17571024704756,84.79940366893523,83.67079941743482,84.55259161800929,84.55259161800929,7945054
